# Relics & Item Drop Locations
FORMAT: Relics by ## Era Name, ### Refinement State with reward tables. Mod/Blueprint locations: ## Item Name with enemy tables showing drop %.
INDEX: Void Relics (756 entries) | Mod Drop Locations (648 entries) | Blueprint Drop Locations (179 entries)

# Void Relics
Complete relic drop table. Each relic lists its tier (Lith/Meso/Neo/Axi), refinement state, and all possible rewards with drop chances by rarity (Common, Uncommon, Rare).

## Axi A1
### Intact
| Reward | Rarity | Chance |
|---|---|---|
| Titania Prime Systems Blueprint | Rare | 4.00% |
| Inaros Prime Chassis Blueprint | Uncommon | 13.00% |
| Atlas Prime Chassis Blueprint | Uncommon | 13.00% |
| Redeemer Prime Blade | Uncommon | 23.33% |
| Braton Prime Blueprint | Uncommon | 23.33% |
| Forma Blueprint | Uncommon | 23.33% |

### Flawless
| Reward | Rarity | Chance |
|---|---|---|
| Titania Prime Systems Blueprint | Rare | 6.00% |
| Inaros Prime Chassis Blueprint | Uncommon | 17.00% |
| Atlas Prime Chassis Blueprint | Uncommon | 17.00% |
| Redeemer Prime Blade | Uncommon | 20.00% |
| Braton Prime Blueprint | Uncommon | 20.00% |
| Forma Blueprint | Uncommon | 20.00% |

### Radiant
| Reward | Rarity | Chance |
|---|---|---|
| Titania Prime Systems Blueprint | Uncommon | 10.00% |
| Inaros Prime Chassis Blueprint | Uncommon | 20.00% |
| Atlas Prime Chassis Blueprint | Uncommon | 20.00% |
| Redeemer Prime Blade | Uncommon | 16.67% |
| Braton Prime Blueprint | Uncommon | 16.67% |
| Forma Blueprint | Uncommon | 16.67% |

## Neo T4
### Intact
| Reward | Rarity | Chance |
|---|---|---|
| Tenora Prime Receiver | Rare | 2.00% |
| Astilla Prime Blueprint | Uncommon | 11.00% |
| Guandao Prime Blueprint | Uncommon | 11.00% |
| Braton Prime Stock | Uncommon | 25.33% |
| Ivara Prime Neuroptics Blueprint | Uncommon | 25.33% |
| Forma Blueprint | Uncommon | 25.33% |

### Exceptional
| Reward | Rarity | Chance |
|---|---|---|
| Tenora Prime Receiver | Rare | 4.00% |
| Astilla Prime Blueprint | Uncommon | 13.00% |
| Guandao Prime Blueprint | Uncommon | 13.00% |
| Braton Prime Stock | Uncommon | 23.33% |
| Ivara Prime Neuroptics Blueprint | Uncommon | 23.33% |
| Forma Blueprint | Uncommon | 23.33% |

### Flawless
| Reward | Rarity | Chance |
|---|---|---|
| Tenora Prime Receiver | Rare | 6.00% |
| Astilla Prime Blueprint | Uncommon | 17.00% |
| Guandao Prime Blueprint | Uncommon | 17.00% |
| Braton Prime Stock | Uncommon | 20.00% |
| Ivara Prime Neuroptics Blueprint | Uncommon | 20.00% |
| Forma Blueprint | Uncommon | 20.00% |

### Radiant
| Reward | Rarity | Chance |
|---|---|---|
| Tenora Prime Receiver | Uncommon | 10.00% |
| Astilla Prime Blueprint | Uncommon | 20.00% |
| Guandao Prime Blueprint | Uncommon | 20.00% |
| Braton Prime Stock | Uncommon | 16.67% |
| Ivara Prime Neuroptics Blueprint | Uncommon | 16.67% |
| Forma Blueprint | Uncommon | 16.67% |

## Neo T5
### Intact
| Reward | Rarity | Chance |
|---|---|---|
| Tenora Prime Barrel | Rare | 2.00% |
| Magnus Prime Receiver | Uncommon | 11.00% |
| Corinth Prime Receiver | Uncommon | 11.00% |
| Aksomati Prime Receiver | Uncommon | 25.33% |
| Inaros Prime Systems Blueprint | Uncommon | 25.33% |
| Braton Prime Barrel | Uncommon | 25.33% |

### Exceptional
| Reward | Rarity | Chance |
|---|---|---|
| Tenora Prime Barrel | Rare | 4.00% |
| Magnus Prime Receiver | Uncommon | 13.00% |
| Corinth Prime Receiver | Uncommon | 13.00% |
| Aksomati Prime Receiver | Uncommon | 23.33% |
| Inaros Prime Systems Blueprint | Uncommon | 23.33% |
| Braton Prime Barrel | Uncommon | 23.33% |

### Flawless
| Reward | Rarity | Chance |
|---|---|---|
| Tenora Prime Barrel | Rare | 6.00% |
| Magnus Prime Receiver | Uncommon | 17.00% |
| Corinth Prime Receiver | Uncommon | 17.00% |
| Aksomati Prime Receiver | Uncommon | 20.00% |
| Inaros Prime Systems Blueprint | Uncommon | 20.00% |
| Braton Prime Barrel | Uncommon | 20.00% |

### Radiant
| Reward | Rarity | Chance |
|---|---|---|
| Tenora Prime Barrel | Uncommon | 10.00% |
| Magnus Prime Receiver | Uncommon | 20.00% |
| Corinth Prime Receiver | Uncommon | 20.00% |
| Aksomati Prime Receiver | Uncommon | 16.67% |
| Inaros Prime Systems Blueprint | Uncommon | 16.67% |
| Braton Prime Barrel | Uncommon | 16.67% |

## Neo T6
### Intact
| Reward | Rarity | Chance |
|---|---|---|
| Tenora Prime Barrel | Rare | 2.00% |
| Scourge Prime Handle | Uncommon | 11.00% |
| Tatsu Prime Blade | Uncommon | 11.00% |
| Astilla Prime Receiver | Uncommon | 25.33% |
| Forma Blueprint | Uncommon | 25.33% |
| Burston Prime Stock | Uncommon | 25.33% |

### Exceptional
| Reward | Rarity | Chance |
|---|---|---|
| Tenora Prime Barrel | Rare | 4.00% |
| Scourge Prime Handle | Uncommon | 13.00% |
| Tatsu Prime Blade | Uncommon | 13.00% |
| Astilla Prime Receiver | Uncommon | 23.33% |
| Forma Blueprint | Uncommon | 23.33% |
| Burston Prime Stock | Uncommon | 23.33% |

### Flawless
| Reward | Rarity | Chance |
|---|---|---|
| Tenora Prime Barrel | Rare | 6.00% |
| Scourge Prime Handle | Uncommon | 17.00% |
| Tatsu Prime Blade | Uncommon | 17.00% |
| Astilla Prime Receiver | Uncommon | 20.00% |
| Forma Blueprint | Uncommon | 20.00% |
| Burston Prime Stock | Uncommon | 20.00% |

### Radiant
| Reward | Rarity | Chance |
|---|---|---|
| Tenora Prime Barrel | Uncommon | 10.00% |
| Scourge Prime Handle | Uncommon | 20.00% |
| Tatsu Prime Blade | Uncommon | 20.00% |
| Astilla Prime Receiver | Uncommon | 16.67% |
| Forma Blueprint | Uncommon | 16.67% |
| Burston Prime Stock | Uncommon | 16.67% |

## Neo T7
### Intact
| Reward | Rarity | Chance |
|---|---|---|
| Tatsu Prime Handle | Rare | 2.00% |
| Gunsen Prime Handle | Uncommon | 11.00% |
| 2X Forma Blueprint | Uncommon | 11.00% |
| Afuris Prime Blueprint | Uncommon | 25.33% |
| Orthos Prime Handle | Uncommon | 25.33% |
| Harrow Prime Chassis Blueprint | Uncommon | 25.33% |

### Exceptional
| Reward | Rarity | Chance |
|---|---|---|
| Tatsu Prime Handle | Rare | 4.00% |
| Gunsen Prime Handle | Uncommon | 13.00% |
| 2X Forma Blueprint | Uncommon | 13.00% |
| Afuris Prime Blueprint | Uncommon | 23.33% |
| Orthos Prime Handle | Uncommon | 23.33% |
| Harrow Prime Chassis Blueprint | Uncommon | 23.33% |

### Flawless
| Reward | Rarity | Chance |
|---|---|---|
| Tatsu Prime Handle | Rare | 6.00% |
| Gunsen Prime Handle | Uncommon | 17.00% |
| 2X Forma Blueprint | Uncommon | 17.00% |
| Afuris Prime Blueprint | Uncommon | 20.00% |
| Orthos Prime Handle | Uncommon | 20.00% |
| Harrow Prime Chassis Blueprint | Uncommon | 20.00% |

### Radiant
| Reward | Rarity | Chance |
|---|---|---|
| Tatsu Prime Handle | Uncommon | 10.00% |
| Gunsen Prime Handle | Uncommon | 20.00% |
| 2X Forma Blueprint | Uncommon | 20.00% |
| Afuris Prime Blueprint | Uncommon | 16.67% |
| Orthos Prime Handle | Uncommon | 16.67% |
| Harrow Prime Chassis Blueprint | Uncommon | 16.67% |

## Neo T8
### Intact
| Reward | Rarity | Chance |
|---|---|---|
| Tenora Prime Receiver | Rare | 2.00% |
| Pandero Prime Barrel | Uncommon | 11.00% |
| Nezha Prime Neuroptics Blueprint | Uncommon | 11.00% |
| Octavia Prime Systems Blueprint | Uncommon | 25.33% |
| Vasto Prime Receiver | Uncommon | 25.33% |
| Forma Blueprint | Uncommon | 25.33% |

### Exceptional
| Reward | Rarity | Chance |
|---|---|---|
| Tenora Prime Receiver | Rare | 4.00% |
| Pandero Prime Barrel | Uncommon | 13.00% |
| Nezha Prime Neuroptics Blueprint | Uncommon | 13.00% |
| Octavia Prime Systems Blueprint | Uncommon | 23.33% |
| Vasto Prime Receiver | Uncommon | 23.33% |
| Forma Blueprint | Uncommon | 23.33% |

### Flawless
| Reward | Rarity | Chance |
|---|---|---|
| Tenora Prime Receiver | Rare | 6.00% |
| Pandero Prime Barrel | Uncommon | 17.00% |
| Nezha Prime Neuroptics Blueprint | Uncommon | 17.00% |
| Octavia Prime Systems Blueprint | Uncommon | 20.00% |
| Vasto Prime Receiver | Uncommon | 20.00% |
| Forma Blueprint | Uncommon | 20.00% |

### Radiant
| Reward | Rarity | Chance |
|---|---|---|
| Tenora Prime Receiver | Uncommon | 10.00% |
| Pandero Prime Barrel | Uncommon | 20.00% |
| Nezha Prime Neuroptics Blueprint | Uncommon | 20.00% |
| Octavia Prime Systems Blueprint | Uncommon | 16.67% |
| Vasto Prime Receiver | Uncommon | 16.67% |
| Forma Blueprint | Uncommon | 16.67% |

## Neo T9
### Intact
| Reward | Rarity | Chance |
|---|---|---|
| Trumna Prime Receiver | Rare | 2.00% |
| Gauss Prime Blueprint | Uncommon | 11.00% |
| Cedo Prime Barrel | Uncommon | 11.00% |
| Forma Blueprint | Uncommon | 25.33% |
| Sevagoth Prime Neuroptics Blueprint | Uncommon | 25.33% |
| Braton Prime Barrel | Uncommon | 25.33% |

### Exceptional
| Reward | Rarity | Chance |
|---|---|---|
| Trumna Prime Receiver | Rare | 4.00% |
| Gauss Prime Blueprint | Uncommon | 13.00% |
| Cedo Prime Barrel | Uncommon | 13.00% |
| Forma Blueprint | Uncommon | 23.33% |
| Sevagoth Prime Neuroptics Blueprint | Uncommon | 23.33% |
| Braton Prime Barrel | Uncommon | 23.33% |

### Flawless
| Reward | Rarity | Chance |
|---|---|---|
| Trumna Prime Receiver | Rare | 6.00% |
| Gauss Prime Blueprint | Uncommon | 17.00% |
| Cedo Prime Barrel | Uncommon | 17.00% |
| Forma Blueprint | Uncommon | 20.00% |
| Sevagoth Prime Neuroptics Blueprint | Uncommon | 20.00% |
| Braton Prime Barrel | Uncommon | 20.00% |

### Radiant
| Reward | Rarity | Chance |
|---|---|---|
| Trumna Prime Receiver | Uncommon | 10.00% |
| Gauss Prime Blueprint | Uncommon | 20.00% |
| Cedo Prime Barrel | Uncommon | 20.00% |
| Forma Blueprint | Uncommon | 16.67% |
| Sevagoth Prime Neuroptics Blueprint | Uncommon | 16.67% |
| Braton Prime Barrel | Uncommon | 16.67% |

## Neo V1
### Intact
| Reward | Rarity | Chance |
|---|---|---|
| Nyx Prime Blueprint | Uncommon | 25.33% |
| Forma Blueprint | Uncommon | 25.33% |
| Bronco Prime Barrel | Uncommon | 11.00% |
| Volt Prime Blueprint | Uncommon | 11.00% |
| Dual Kamas Prime Blueprint | Uncommon | 25.33% |
| Nova Prime Chassis Blueprint | Rare | 2.00% |

### Exceptional
| Reward | Rarity | Chance |
|---|---|---|
| Nyx Prime Blueprint | Uncommon | 23.33% |
| Forma Blueprint | Uncommon | 23.33% |
| Bronco Prime Barrel | Uncommon | 13.00% |
| Volt Prime Blueprint | Uncommon | 13.00% |
| Dual Kamas Prime Blueprint | Uncommon | 23.33% |
| Nova Prime Chassis Blueprint | Rare | 4.00% |

### Flawless
| Reward | Rarity | Chance |
|---|---|---|
| Nyx Prime Blueprint | Uncommon | 20.00% |
| Forma Blueprint | Uncommon | 20.00% |
| Bronco Prime Barrel | Uncommon | 17.00% |
| Volt Prime Blueprint | Uncommon | 17.00% |
| Dual Kamas Prime Blueprint | Uncommon | 20.00% |
| Nova Prime Chassis Blueprint | Rare | 6.00% |

### Radiant
| Reward | Rarity | Chance |
|---|---|---|
| Nyx Prime Blueprint | Uncommon | 16.67% |
| Forma Blueprint | Uncommon | 16.67% |
| Bronco Prime Barrel | Uncommon | 20.00% |
| Volt Prime Blueprint | Uncommon | 20.00% |
| Dual Kamas Prime Blueprint | Uncommon | 16.67% |
| Nova Prime Chassis Blueprint | Uncommon | 10.00% |

## Neo V10
### Intact
| Reward | Rarity | Chance |
|---|---|---|
| Volnus Prime Handle | Rare | 2.00% |
| Akbronco Prime Link | Uncommon | 11.00% |
| Inaros Prime Chassis Blueprint | Uncommon | 11.00% |
| Braton Prime Receiver | Uncommon | 25.33% |
| Guandao Prime Blade | Uncommon | 25.33% |
| Forma Blueprint | Uncommon | 25.33% |

### Exceptional
| Reward | Rarity | Chance |
|---|---|---|
| Volnus Prime Handle | Rare | 4.00% |
| Akbronco Prime Link | Uncommon | 13.00% |
| Inaros Prime Chassis Blueprint | Uncommon | 13.00% |
| Braton Prime Receiver | Uncommon | 23.33% |
| Guandao Prime Blade | Uncommon | 23.33% |
| Forma Blueprint | Uncommon | 23.33% |

### Flawless
| Reward | Rarity | Chance |
|---|---|---|
| Volnus Prime Handle | Rare | 6.00% |
| Akbronco Prime Link | Uncommon | 17.00% |
| Inaros Prime Chassis Blueprint | Uncommon | 17.00% |
| Braton Prime Receiver | Uncommon | 20.00% |
| Guandao Prime Blade | Uncommon | 20.00% |
| Forma Blueprint | Uncommon | 20.00% |

### Radiant
| Reward | Rarity | Chance |
|---|---|---|
| Volnus Prime Handle | Uncommon | 10.00% |
| Akbronco Prime Link | Uncommon | 20.00% |
| Inaros Prime Chassis Blueprint | Uncommon | 20.00% |
| Braton Prime Receiver | Uncommon | 16.67% |
| Guandao Prime Blade | Uncommon | 16.67% |
| Forma Blueprint | Uncommon | 16.67% |

## Neo V11
### Intact
| Reward | Rarity | Chance |
|---|---|---|
| Voruna Prime Systems Blueprint | Rare | 2.00% |
| Epitaph Prime Barrel | Uncommon | 11.00% |
| Xaku Prime Chassis Blueprint | Uncommon | 11.00% |
| Paris Prime Blueprint | Uncommon | 25.33% |
| Akbronco Prime Blueprint | Uncommon | 25.33% |
| Yareli Prime Chassis Blueprint | Uncommon | 25.33% |

### Exceptional
| Reward | Rarity | Chance |
|---|---|---|
| Voruna Prime Systems Blueprint | Rare | 4.00% |
| Epitaph Prime Barrel | Uncommon | 13.00% |
| Xaku Prime Chassis Blueprint | Uncommon | 13.00% |
| Paris Prime Blueprint | Uncommon | 23.33% |
| Akbronco Prime Blueprint | Uncommon | 23.33% |
| Yareli Prime Chassis Blueprint | Uncommon | 23.33% |

### Flawless
| Reward | Rarity | Chance |
|---|---|---|
| Voruna Prime Systems Blueprint | Rare | 6.00% |
| Epitaph Prime Barrel | Uncommon | 17.00% |
| Xaku Prime Chassis Blueprint | Uncommon | 17.00% |
| Paris Prime Blueprint | Uncommon | 20.00% |
| Akbronco Prime Blueprint | Uncommon | 20.00% |
| Yareli Prime Chassis Blueprint | Uncommon | 20.00% |

### Radiant
| Reward | Rarity | Chance |
|---|---|---|
| Voruna Prime Systems Blueprint | Uncommon | 10.00% |
| Epitaph Prime Barrel | Uncommon | 20.00% |
| Xaku Prime Chassis Blueprint | Uncommon | 20.00% |
| Paris Prime Blueprint | Uncommon | 16.67% |
| Akbronco Prime Blueprint | Uncommon | 16.67% |
| Yareli Prime Chassis Blueprint | Uncommon | 16.67% |

## Neo V2
### Intact
| Reward | Rarity | Chance |
|---|---|---|
| Vauban Prime Blueprint | Rare | 2.00% |
| Galatine Prime Handle | Uncommon | 11.00% |
| 2X Forma Blueprint | Uncommon | 11.00% |
| Fang Prime Handle | Uncommon | 25.33% |
| Braton Prime Stock | Uncommon | 25.33% |
| Galatine Prime Blade | Uncommon | 25.33% |

### Exceptional
| Reward | Rarity | Chance |
|---|---|---|
| Vauban Prime Blueprint | Rare | 4.00% |
| Galatine Prime Handle | Uncommon | 13.00% |
| 2X Forma Blueprint | Uncommon | 13.00% |
| Fang Prime Handle | Uncommon | 23.33% |
| Braton Prime Stock | Uncommon | 23.33% |
| Galatine Prime Blade | Uncommon | 23.33% |

### Flawless
| Reward | Rarity | Chance |
|---|---|---|
| Vauban Prime Blueprint | Rare | 6.00% |
| Galatine Prime Handle | Uncommon | 17.00% |
| 2X Forma Blueprint | Uncommon | 17.00% |
| Fang Prime Handle | Uncommon | 20.00% |
| Braton Prime Stock | Uncommon | 20.00% |
| Galatine Prime Blade | Uncommon | 20.00% |

### Radiant
| Reward | Rarity | Chance |
|---|---|---|
| Vauban Prime Blueprint | Uncommon | 10.00% |
| Galatine Prime Handle | Uncommon | 20.00% |
| 2X Forma Blueprint | Uncommon | 20.00% |
| Fang Prime Handle | Uncommon | 16.67% |
| Braton Prime Stock | Uncommon | 16.67% |
| Galatine Prime Blade | Uncommon | 16.67% |

## Neo V3
### Intact
| Reward | Rarity | Chance |
|---|---|---|
| Vauban Prime Neuroptics Blueprint | Rare | 2.00% |
| Tigris Prime Receiver | Uncommon | 11.00% |
| 2X Forma Blueprint | Uncommon | 11.00% |
| Galatine Prime Blade | Uncommon | 25.33% |
| Paris Prime String | Uncommon | 25.33% |
| Carrier Prime Systems | Uncommon | 25.33% |

### Exceptional
| Reward | Rarity | Chance |
|---|---|---|
| Vauban Prime Neuroptics Blueprint | Rare | 4.00% |
| Tigris Prime Receiver | Uncommon | 13.00% |
| 2X Forma Blueprint | Uncommon | 13.00% |
| Galatine Prime Blade | Uncommon | 23.33% |
| Paris Prime String | Uncommon | 23.33% |
| Carrier Prime Systems | Uncommon | 23.33% |

### Flawless
| Reward | Rarity | Chance |
|---|---|---|
| Vauban Prime Neuroptics Blueprint | Rare | 6.00% |
| Tigris Prime Receiver | Uncommon | 17.00% |
| 2X Forma Blueprint | Uncommon | 17.00% |
| Galatine Prime Blade | Uncommon | 20.00% |
| Paris Prime String | Uncommon | 20.00% |
| Carrier Prime Systems | Uncommon | 20.00% |

### Radiant
| Reward | Rarity | Chance |
|---|---|---|
| Vauban Prime Neuroptics Blueprint | Uncommon | 10.00% |
| Tigris Prime Receiver | Uncommon | 20.00% |
| 2X Forma Blueprint | Uncommon | 20.00% |
| Galatine Prime Blade | Uncommon | 16.67% |
| Paris Prime String | Uncommon | 16.67% |
| Carrier Prime Systems | Uncommon | 16.67% |

## Neo V4
### Intact
| Reward | Rarity | Chance |
|---|---|---|
| Venka Prime Gauntlet | Rare | 2.00% |
| Saryn Prime Neuroptics Blueprint | Uncommon | 11.00% |
| Ash Prime Neuroptics Blueprint | Uncommon | 11.00% |
| Cernos Prime Grip | Uncommon | 25.33% |
| Tigris Prime Stock | Uncommon | 25.33% |
| Bronco Prime Receiver | Uncommon | 25.33% |

### Exceptional
| Reward | Rarity | Chance |
|---|---|---|
| Venka Prime Gauntlet | Rare | 4.00% |
| Saryn Prime Neuroptics Blueprint | Uncommon | 13.00% |
| Ash Prime Neuroptics Blueprint | Uncommon | 13.00% |
| Cernos Prime Grip | Uncommon | 23.33% |
| Tigris Prime Stock | Uncommon | 23.33% |
| Bronco Prime Receiver | Uncommon | 23.33% |

### Flawless
| Reward | Rarity | Chance |
|---|---|---|
| Venka Prime Gauntlet | Rare | 6.00% |
| Saryn Prime Neuroptics Blueprint | Uncommon | 17.00% |
| Ash Prime Neuroptics Blueprint | Uncommon | 17.00% |
| Cernos Prime Grip | Uncommon | 20.00% |
| Tigris Prime Stock | Uncommon | 20.00% |
| Bronco Prime Receiver | Uncommon | 20.00% |

### Radiant
| Reward | Rarity | Chance |
|---|---|---|
| Venka Prime Gauntlet | Uncommon | 10.00% |
| Saryn Prime Neuroptics Blueprint | Uncommon | 20.00% |
| Ash Prime Neuroptics Blueprint | Uncommon | 20.00% |
| Cernos Prime Grip | Uncommon | 16.67% |
| Tigris Prime Stock | Uncommon | 16.67% |
| Bronco Prime Receiver | Uncommon | 16.67% |

## Neo V5
### Intact
| Reward | Rarity | Chance |
|---|---|---|
| Vauban Prime Neuroptics Blueprint | Rare | 2.00% |
| 2X Forma Blueprint | Uncommon | 11.00% |
| Burston Prime Barrel | Uncommon | 11.00% |
| Helios Prime Carapace | Uncommon | 25.33% |
| Paris Prime String | Uncommon | 25.33% |
| Silva & Aegis Prime Hilt | Uncommon | 25.33% |

### Exceptional
| Reward | Rarity | Chance |
|---|---|---|
| Vauban Prime Neuroptics Blueprint | Rare | 4.00% |
| 2X Forma Blueprint | Uncommon | 13.00% |
| Burston Prime Barrel | Uncommon | 13.00% |
| Helios Prime Carapace | Uncommon | 23.33% |
| Paris Prime String | Uncommon | 23.33% |
| Silva & Aegis Prime Hilt | Uncommon | 23.33% |

### Flawless
| Reward | Rarity | Chance |
|---|---|---|
| Vauban Prime Neuroptics Blueprint | Rare | 6.00% |
| 2X Forma Blueprint | Uncommon | 17.00% |
| Burston Prime Barrel | Uncommon | 17.00% |
| Helios Prime Carapace | Uncommon | 20.00% |
| Paris Prime String | Uncommon | 20.00% |
| Silva & Aegis Prime Hilt | Uncommon | 20.00% |

### Radiant
| Reward | Rarity | Chance |
|---|---|---|
| Vauban Prime Neuroptics Blueprint | Uncommon | 10.00% |
| 2X Forma Blueprint | Uncommon | 20.00% |
| Burston Prime Barrel | Uncommon | 20.00% |
| Helios Prime Carapace | Uncommon | 16.67% |
| Paris Prime String | Uncommon | 16.67% |
| Silva & Aegis Prime Hilt | Uncommon | 16.67% |

## Neo V6
### Intact
| Reward | Rarity | Chance |
|---|---|---|
| Vauban Prime Chassis Blueprint | Rare | 2.00% |
| Mirage Prime Systems Blueprint | Uncommon | 11.00% |
| Fragor Prime Handle | Uncommon | 11.00% |
| Burston Prime Stock | Uncommon | 25.33% |
| Cernos Prime Grip | Uncommon | 25.33% |
| Forma Blueprint | Uncommon | 25.33% |

### Exceptional
| Reward | Rarity | Chance |
|---|---|---|
| Vauban Prime Chassis Blueprint | Rare | 4.00% |
| Mirage Prime Systems Blueprint | Uncommon | 13.00% |
| Fragor Prime Handle | Uncommon | 13.00% |
| Burston Prime Stock | Uncommon | 23.33% |
| Cernos Prime Grip | Uncommon | 23.33% |
| Forma Blueprint | Uncommon | 23.33% |

### Flawless
| Reward | Rarity | Chance |
|---|---|---|
| Vauban Prime Chassis Blueprint | Rare | 6.00% |
| Mirage Prime Systems Blueprint | Uncommon | 17.00% |
| Fragor Prime Handle | Uncommon | 17.00% |
| Burston Prime Stock | Uncommon | 20.00% |
| Cernos Prime Grip | Uncommon | 20.00% |
| Forma Blueprint | Uncommon | 20.00% |

### Radiant
| Reward | Rarity | Chance |
|---|---|---|
| Vauban Prime Chassis Blueprint | Uncommon | 10.00% |
| Mirage Prime Systems Blueprint | Uncommon | 20.00% |
| Fragor Prime Handle | Uncommon | 20.00% |
| Burston Prime Stock | Uncommon | 16.67% |
| Cernos Prime Grip | Uncommon | 16.67% |
| Forma Blueprint | Uncommon | 16.67% |

## Neo V7
### Intact
| Reward | Rarity | Chance |
|---|---|---|
| Valkyr Prime Chassis Blueprint | Rare | 2.00% |
| Banshee Prime Blueprint | Uncommon | 11.00% |
| Cernos Prime Blueprint | Uncommon | 11.00% |
| Pyrana Prime Barrel | Uncommon | 25.33% |
| Akbolto Prime Blueprint | Uncommon | 25.33% |
| Forma Blueprint | Uncommon | 25.33% |

### Exceptional
| Reward | Rarity | Chance |
|---|---|---|
| Valkyr Prime Chassis Blueprint | Rare | 4.00% |
| Banshee Prime Blueprint | Uncommon | 13.00% |
| Cernos Prime Blueprint | Uncommon | 13.00% |
| Pyrana Prime Barrel | Uncommon | 23.33% |
| Akbolto Prime Blueprint | Uncommon | 23.33% |
| Forma Blueprint | Uncommon | 23.33% |

### Flawless
| Reward | Rarity | Chance |
|---|---|---|
| Valkyr Prime Chassis Blueprint | Rare | 6.00% |
| Banshee Prime Blueprint | Uncommon | 17.00% |
| Cernos Prime Blueprint | Uncommon | 17.00% |
