# Mission & Bounty Drop Tables
FORMAT: Mission rewards organized by ## Planet, ### Node — Mode. Rotation rewards in tables: Item | Rarity | Chance. Bounties show tier rewards with stage and % in tables.
INDEX: Mission Rewards (24 entries) | Sortie Rewards (1 entries) | Transient Rewards (51 entries) | Key Rewards (24 entries) | Cetus Bounty Rewards (10 entries) | Solaris Bounty Rewards (11 entries) | Deimos Bounty Rewards (12 entries) | Zariman Bounty Rewards (5 entries) | Entrati Lab Rewards (5 entries) | Hex Bounty Rewards (7 entries)

# Mission Rewards
All mission reward tables organized by planet and node. Shows game mode, rotation rewards (A/B/C), item names, rarity, and exact drop percentages.

## Mercury
### Apollodorus — Survival
**Rotation A:**
| Item | Rarity | Chance |
| Axi V10 Relic | Rare | 6.52% |
| Axi S8 Relic | Rare | 6.52% |

### R-9 Cloud — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| Rush Repair Drone | Legendary | 0.50% |
| 400 Endo | Uncommon | 20.00% |
| 600 Endo | Uncommon | 10.00% |
| 3X Riven Sliver | Rare | 5.00% |
| Forma Blueprint | Rare | 2.50% |
| Lavan Engines Mk Iii | Rare | 6.00% |
| Lavan Reactor Mk Iii | Rare | 6.00% |
| Lavan Shield Array Mk Iii | Rare | 6.00% |
| Lavan Plating Mk Iii | Rare | 6.00% |
| Vidar Engines Mk Iii | Rare | 6.00% |
| Vidar Reactor Mk Iii | Rare | 6.00% |
| Vidar Shield Array Mk Iii | Rare | 6.00% |
| Vidar Plating Mk Iii | Rare | 6.00% |
| Neo C7 Relic | Rare | 2.00% |
| Neo S20 Relic | Rare | 2.00% |
| Neo P10 Relic | Rare | 2.00% |
| Neo N24 Relic | Rare | 2.00% |
| Neo V11 Relic | Rare | 2.00% |
| Neo K9 Relic | Rare | 2.00% |
| Neo T10 Relic | Rare | 2.00% |

### R-9 Cloud (Extra) — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 200X Carbides | Uncommon | 28.57% |
| 200X Titanium | Uncommon | 28.57% |
| 5X Gallos Rods | Uncommon | 14.29% |
| 5X Asterite | Uncommon | 14.29% |
| Komms | Rare | 7.14% |
| Nullstones | Rare | 7.14% |

### R-9 Cloud (Caches) — Caches
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Uncommon | 25.00% |
| 600 Endo | Uncommon | 15.00% |
| Seeker Volley | Rare | 4.00% |
| Void Hole | Rare | 4.00% |
| Phoenix Blaze | Rare | 4.00% |
| Neo C7 Relic | Rare | 4.80% |
| Neo S20 Relic | Rare | 4.80% |
| Neo P10 Relic | Rare | 4.80% |
| Neo N24 Relic | Rare | 4.80% |
| Neo V11 Relic | Rare | 4.80% |
| Neo K9 Relic | Rare | 4.80% |
| Neo T10 Relic | Rare | 4.80% |
| Neo V9 Relic | Rare | 4.80% |
| Axi V10 Relic | Rare | 4.80% |
| Axi S8 Relic | Rare | 4.80% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| Spectra Vandal Blueprint | Rare | 8.70% |
| Spectra Vandal Barrel | Rare | 6.52% |
| Spectra Vandal Chassis | Rare | 6.52% |
| Spectra Vandal Handle | Rare | 6.52% |
| 450 Endo | Uncommon | 17.39% |
| 1200 Endo | Uncommon | 13.04% |
| 450 Endo | Rare | 8.70% |
| 600 Endo | Rare | 4.35% |
| Ignis Wraith Blueprint | Rare | 8.70% |
| Neo V9 Relic | Rare | 6.52% |
| Axi V10 Relic | Rare | 6.52% |
| Axi S8 Relic | Rare | 6.52% |

### Nsu Grid — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| Rush Repair Drone | Legendary | 0.50% |
| 400 Endo | Uncommon | 20.00% |
| 600 Endo | Uncommon | 10.00% |
| 3X Riven Sliver | Rare | 5.00% |
| Forma Blueprint | Rare | 2.50% |
| Lavan Engines Mk Iii | Rare | 6.00% |
| Lavan Reactor Mk Iii | Rare | 6.00% |
| Lavan Shield Array Mk Iii | Rare | 6.00% |
| Lavan Plating Mk Iii | Rare | 6.00% |
| Vidar Engines Mk Iii | Rare | 6.00% |
| Vidar Reactor Mk Iii | Rare | 6.00% |
| Vidar Shield Array Mk Iii | Rare | 6.00% |
| Vidar Plating Mk Iii | Rare | 6.00% |
| Neo C7 Relic | Rare | 2.00% |
| Neo S20 Relic | Rare | 2.00% |
| Neo P10 Relic | Rare | 2.00% |
| Neo N24 Relic | Rare | 2.00% |
| Neo V11 Relic | Rare | 2.00% |
| Neo K9 Relic | Rare | 2.00% |
| Neo T10 Relic | Rare | 2.00% |

### Nsu Grid (Extra) — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 200X Carbides | Uncommon | 28.57% |
| 200X Titanium | Uncommon | 28.57% |
| 5X Gallos Rods | Uncommon | 14.29% |
| 5X Asterite | Uncommon | 14.29% |
| Komms | Rare | 7.14% |
| Nullstones | Rare | 7.14% |

### Nsu Grid (Caches) — Caches
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Uncommon | 25.00% |
| 600 Endo | Uncommon | 15.00% |
| Seeker Volley | Rare | 4.00% |
| Void Hole | Rare | 4.00% |
| Phoenix Blaze | Rare | 4.00% |
| Neo C7 Relic | Rare | 4.80% |
| Neo S20 Relic | Rare | 4.80% |
| Neo P10 Relic | Rare | 4.80% |
| Neo N24 Relic | Rare | 4.80% |
| Neo V11 Relic | Rare | 4.80% |
| Neo K9 Relic | Rare | 4.80% |
| Neo T10 Relic | Rare | 4.80% |
| Neo V9 Relic | Rare | 4.80% |
| Axi V10 Relic | Rare | 4.80% |
| Axi S8 Relic | Rare | 4.80% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| Spectra Vandal Blueprint | Rare | 8.70% |
| Spectra Vandal Barrel | Rare | 6.52% |
| Spectra Vandal Chassis | Rare | 6.52% |
| Spectra Vandal Handle | Rare | 6.52% |
| 450 Endo | Uncommon | 17.39% |
| 1200 Endo | Uncommon | 13.04% |
| 450 Endo | Rare | 8.70% |
| 600 Endo | Rare | 4.35% |
| Ignis Wraith Blueprint | Rare | 8.70% |
| Neo V9 Relic | Rare | 6.52% |
| Axi V10 Relic | Rare | 6.52% |
| Axi S8 Relic | Rare | 6.52% |

### Calabash — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Uncommon | 14.46% |
| 600 Endo | Rare | 9.64% |
| Vidar Engines Mk Iii | Rare | 7.23% |
| Vidar Reactor Mk Iii | Rare | 7.23% |
| Vidar Shield Array Mk Iii | Rare | 7.23% |
| Vidar Plating Mk Iii | Rare | 7.23% |
| Zetki Engines Mk Iii | Rare | 7.23% |
| Zetki Reactor Mk Iii | Rare | 7.23% |
| Zetki Shield Array Mk Iii | Rare | 7.23% |
| Zetki Plating Mk Iii | Rare | 7.23% |
| Axi S20 Relic | Rare | 2.41% |
| Axi D6 Relic | Rare | 2.41% |
| Axi V14 Relic | Rare | 2.41% |
| Axi T13 Relic | Rare | 2.41% |
| Axi Y1 Relic | Rare | 2.41% |
| Axi C11 Relic | Rare | 2.41% |
| Axi Y3 Relic | Rare | 2.41% |
| 3X Riven Sliver | Rare | 1.20% |

### Calabash (Extra) — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 200X Cubic Diodes | Uncommon | 28.57% |
| 200X Titanium | Uncommon | 28.57% |
| 5X Isos | Uncommon | 14.29% |
| 5X Asterite | Uncommon | 14.29% |
| Aucrux Capacitors | Rare | 7.14% |
| Nullstones | Rare | 7.14% |

### Calabash (Caches) — Caches
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Uncommon | 26.09% |
| 600 Endo | Uncommon | 17.39% |
| Seeker Volley | Rare | 8.70% |
| Void Hole | Rare | 8.70% |
| Phoenix Blaze | Rare | 8.70% |
| Neo C7 Relic | Rare | 4.35% |
| Neo S20 Relic | Rare | 4.35% |
| Neo P10 Relic | Rare | 4.35% |
| Neo N24 Relic | Rare | 4.35% |
| Neo V11 Relic | Rare | 4.35% |
| Neo K9 Relic | Rare | 4.35% |
| Neo T10 Relic | Rare | 4.35% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Uncommon | 18.18% |
| 600 Endo | Uncommon | 12.12% |
| Internal Bleeding | Rare | 9.09% |
| Hemorrhage | Rare | 9.09% |
| Votive Onslaught | Rare | 9.09% |
| Axi V10 Relic | Rare | 9.09% |
| Axi S8 Relic | Rare | 9.09% |
| Carmine Penta Blueprint | Rare | 6.06% |
| Carmine Penta Barrel | Rare | 6.06% |
| Carmine Penta Receiver | Rare | 6.06% |
| Carmine Penta Stock | Rare | 6.06% |

### Numina — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Uncommon | 14.46% |
| 600 Endo | Rare | 9.64% |
| Vidar Engines Mk Iii | Rare | 7.23% |
| Vidar Reactor Mk Iii | Rare | 7.23% |
| Vidar Shield Array Mk Iii | Rare | 7.23% |
| Vidar Plating Mk Iii | Rare | 7.23% |
| Zetki Engines Mk Iii | Rare | 7.23% |
| Zetki Reactor Mk Iii | Rare | 7.23% |
| Zetki Shield Array Mk Iii | Rare | 7.23% |
| Zetki Plating Mk Iii | Rare | 7.23% |
| Axi S20 Relic | Rare | 2.41% |
| Axi D6 Relic | Rare | 2.41% |
| Axi V14 Relic | Rare | 2.41% |
| Axi T13 Relic | Rare | 2.41% |
| Axi Y1 Relic | Rare | 2.41% |
| Axi C11 Relic | Rare | 2.41% |
| Axi Y3 Relic | Rare | 2.41% |
| 2X Riven Sliver | Rare | 1.20% |

### Numina (Extra) — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 200X Cubic Diodes | Uncommon | 28.57% |
| 200X Titanium | Uncommon | 28.57% |
| 5X Isos | Uncommon | 14.29% |
| 5X Asterite | Uncommon | 14.29% |
| Aucrux Capacitors | Rare | 7.14% |
| Nullstones | Rare | 7.14% |

### Numina (Caches) — Caches
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Uncommon | 26.09% |
| 600 Endo | Uncommon | 17.39% |
| Seeker Volley | Rare | 8.70% |
| Void Hole | Rare | 8.70% |
| Phoenix Blaze | Rare | 8.70% |
| Neo C7 Relic | Rare | 4.35% |
| Neo S20 Relic | Rare | 4.35% |
| Neo P10 Relic | Rare | 4.35% |
| Neo N24 Relic | Rare | 4.35% |
| Neo V11 Relic | Rare | 4.35% |
| Neo K9 Relic | Rare | 4.35% |
| Neo T10 Relic | Rare | 4.35% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Uncommon | 18.18% |
| 600 Endo | Uncommon | 12.12% |
| Internal Bleeding | Rare | 9.09% |
| Hemorrhage | Rare | 9.09% |
| Votive Onslaught | Rare | 9.09% |
| Axi V10 Relic | Rare | 9.09% |
| Axi S8 Relic | Rare | 9.09% |
| Carmine Penta Blueprint | Rare | 6.06% |
| Carmine Penta Barrel | Rare | 6.06% |
| Carmine Penta Receiver | Rare | 6.06% |
| Carmine Penta Stock | Rare | 6.06% |

### Arc Silver — Skirmish
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Common | 42.86% |
| Vidar Engines Mk Iii | Uncommon | 21.43% |
| Vidar Reactor Mk Iii | Uncommon | 21.43% |
| Axi S20 Relic | Rare | 4.29% |
| Axi D6 Relic | Rare | 4.29% |
| Axi V14 Relic | Rare | 5.71% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Common | 34.29% |
| Vidar Shield Array Mk Iii | Uncommon | 17.14% |
| Zetki Engines Mk Iii | Uncommon | 17.14% |
| Vidar Plating Mk Iii | Uncommon | 17.14% |
| Axi T13 Relic | Rare | 5.71% |
| Axi Y1 Relic | Rare | 5.71% |
| 3X Riven Sliver | Rare | 2.86% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| 600 Endo | Common | 34.29% |
| Zetki Reactor Mk Iii | Uncommon | 17.14% |
| Zetki Shield Array Mk Iii | Uncommon | 17.14% |
| Zetki Plating Mk Iii | Uncommon | 17.14% |
| Axi C11 Relic | Rare | 5.71% |
| Axi Y3 Relic | Rare | 5.71% |
| 3X Riven Sliver | Rare | 2.86% |

### Arc Silver (Extra) — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 200X Cubic Diodes | Uncommon | 28.57% |
| 200X Titanium | Uncommon | 28.57% |
| 5X Isos | Uncommon | 14.29% |
| 5X Asterite | Uncommon | 14.29% |
| Aucrux Capacitors | Rare | 7.14% |
| Nullstones | Rare | 7.14% |

### Arc Silver (Caches) — Caches
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Uncommon | 26.09% |
| 600 Endo | Uncommon | 17.39% |
| Seeker Volley | Rare | 8.70% |
| Void Hole | Rare | 8.70% |
| Phoenix Blaze | Rare | 8.70% |
| Neo C7 Relic | Rare | 4.35% |
| Neo S20 Relic | Rare | 4.35% |
| Neo P10 Relic | Rare | 4.35% |
| Neo N24 Relic | Rare | 4.35% |
| Neo V11 Relic | Rare | 4.35% |
| Neo K9 Relic | Rare | 4.35% |
| Neo T10 Relic | Rare | 4.35% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Uncommon | 18.18% |
| 600 Endo | Uncommon | 12.12% |
| Internal Bleeding | Rare | 9.09% |
| Hemorrhage | Rare | 9.09% |
| Votive Onslaught | Rare | 9.09% |
| Axi V10 Relic | Rare | 9.09% |
| Axi S8 Relic | Rare | 9.09% |
| Carmine Penta Blueprint | Rare | 6.06% |
| Carmine Penta Barrel | Rare | 6.06% |
| Carmine Penta Receiver | Rare | 6.06% |
| Carmine Penta Stock | Rare | 6.06% |

### Erato — Skirmish
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Uncommon | 28.57% |
| Vidar Engines Mk Iii | Uncommon | 14.29% |
| Vidar Reactor Mk Iii | Uncommon | 14.29% |
| Vidar Shield Array Mk Iii | Uncommon | 14.29% |
| Vidar Plating Mk Iii | Uncommon | 14.29% |
| Axi S20 Relic | Rare | 4.76% |
| Axi D6 Relic | Rare | 4.76% |
| Axi V14 Relic | Rare | 4.76% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 600 Endo | Uncommon | 27.27% |
| Zetki Engines Mk Iii | Uncommon | 13.64% |
| Zetki Reactor Mk Iii | Uncommon | 13.64% |
| Zetki Shield Array Mk Iii | Uncommon | 13.64% |
| Zetki Plating Mk Iii | Uncommon | 13.64% |
| Axi T13 Relic | Rare | 4.55% |
| Axi Y1 Relic | Rare | 4.55% |
| Axi C11 Relic | Rare | 4.55% |
| Axi Y3 Relic | Rare | 4.55% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| Arcane Resistance | Rare | 5.63% |
| Arcane Healing | Rare | 5.63% |
| Arcane Deflection | Rare | 5.63% |
| Arcane Victory | Rare | 5.63% |
| Arcane Strike | Rare | 5.63% |
| Arcane Awakening | Rare | 5.63% |
| Arcane Guardian | Rare | 5.63% |
| Arcane Phantasm | Rare | 5.63% |
| Arcane Eruption | Rare | 5.63% |
| Arcane Acceleration | Rare | 5.63% |
| Arcane Trickery | Rare | 5.63% |
| Arcane Velocity | Rare | 5.63% |
| Arcane Agility | Rare | 5.63% |
| Arcane Aegis | Rare | 2.82% |
| Arcane Precision | Rare | 2.82% |
| Arcane Pulse | Rare | 2.82% |
| Arcane Ultimatum | Rare | 2.82% |
| Arcane Rage | Rare | 2.82% |
| Arcane Fury | Rare | 2.82% |
| Arcane Avenger | Rare | 2.82% |
| Arcane Arachne | Rare | 2.82% |
| Arcane Grace | Rare | 1.41% |
| Arcane Energize | Rare | 1.41% |
| Arcane Barrier | Rare | 1.41% |

### Erato (Extra) — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 200X Cubic Diodes | Uncommon | 28.57% |
| 200X Titanium | Uncommon | 28.57% |
| 5X Isos | Uncommon | 14.29% |
| 5X Asterite | Uncommon | 14.29% |
| Aucrux Capacitors | Rare | 7.14% |
| Nullstones | Rare | 7.14% |

### Erato (Caches) — Caches
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Uncommon | 26.09% |
| 600 Endo | Uncommon | 17.39% |
| Seeker Volley | Rare | 8.70% |
| Void Hole | Rare | 8.70% |
| Phoenix Blaze | Rare | 8.70% |
| Neo C7 Relic | Rare | 4.35% |
| Neo S20 Relic | Rare | 4.35% |
| Neo P10 Relic | Rare | 4.35% |
| Neo N24 Relic | Rare | 4.35% |
| Neo V11 Relic | Rare | 4.35% |
| Neo K9 Relic | Rare | 4.35% |
| Neo T10 Relic | Rare | 4.35% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Uncommon | 18.18% |
| 600 Endo | Uncommon | 12.12% |
| Internal Bleeding | Rare | 9.09% |
| Hemorrhage | Rare | 9.09% |
| Votive Onslaught | Rare | 9.09% |
| Axi V10 Relic | Rare | 9.09% |
| Axi S8 Relic | Rare | 9.09% |
| Carmine Penta Blueprint | Rare | 6.06% |
| Carmine Penta Barrel | Rare | 6.06% |
| Carmine Penta Receiver | Rare | 6.06% |
| Carmine Penta Stock | Rare | 6.06% |

### Lu-Yan — Skirmish
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Common | 42.86% |
| Vidar Engines Mk Iii | Uncommon | 21.43% |
| Vidar Reactor Mk Iii | Uncommon | 21.43% |
| Axi S20 Relic | Rare | 4.29% |
| Axi D6 Relic | Rare | 4.29% |
| Axi V14 Relic | Rare | 5.71% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Common | 34.29% |
| Vidar Shield Array Mk Iii | Uncommon | 17.14% |
| Zetki Engines Mk Iii | Uncommon | 17.14% |
| Vidar Plating Mk Iii | Uncommon | 17.14% |
| Axi T13 Relic | Rare | 5.71% |
| Axi Y1 Relic | Rare | 5.71% |
| 3X Riven Sliver | Rare | 2.86% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| 600 Endo | Uncommon | 31.25% |
| Ambassador Blueprint | Uncommon | 16.67% |
| Zetki Reactor Mk Iii | Uncommon | 12.50% |
| Zetki Shield Array Mk Iii | Uncommon | 12.50% |
| Zetki Plating Mk Iii | Uncommon | 12.50% |
| Axi C11 Relic | Rare | 6.25% |
| Axi Y3 Relic | Rare | 6.25% |
| 3X Riven Sliver | Rare | 2.08% |

### Lu-Yan (Extra) — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 200X Cubic Diodes | Uncommon | 28.57% |
| 200X Titanium | Uncommon | 28.57% |
| 5X Isos | Uncommon | 14.29% |
| 5X Asterite | Uncommon | 14.29% |
| Aucrux Capacitors | Rare | 7.14% |
| Nullstones | Rare | 7.14% |

### Lu-Yan (Caches) — Caches
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Uncommon | 26.09% |
| 600 Endo | Uncommon | 17.39% |
| Seeker Volley | Rare | 8.70% |
| Void Hole | Rare | 8.70% |
| Phoenix Blaze | Rare | 8.70% |
| Neo C7 Relic | Rare | 4.35% |
| Neo S20 Relic | Rare | 4.35% |
| Neo P10 Relic | Rare | 4.35% |
| Neo N24 Relic | Rare | 4.35% |
| Neo V11 Relic | Rare | 4.35% |
| Neo K9 Relic | Rare | 4.35% |
| Neo T10 Relic | Rare | 4.35% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Uncommon | 18.18% |
| 600 Endo | Uncommon | 12.12% |
| Internal Bleeding | Rare | 9.09% |
| Hemorrhage | Rare | 9.09% |
| Votive Onslaught | Rare | 9.09% |
| Axi V10 Relic | Rare | 9.09% |
| Axi S8 Relic | Rare | 9.09% |
| Carmine Penta Blueprint | Rare | 6.06% |
| Carmine Penta Barrel | Rare | 6.06% |
| Carmine Penta Receiver | Rare | 6.06% |
| Carmine Penta Stock | Rare | 6.06% |

### Sabmir Cloud — Skirmish
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Uncommon | 30.00% |
| 600 Endo | Uncommon | 16.67% |
| Swift Mercy | Uncommon | 16.67% |
| Power Drain | Uncommon | 10.00% |
| Firewall | Uncommon | 10.00% |
| Malicious Code | Rare | 6.67% |
| Hard Reset | Rare | 6.67% |
| 2X Riven Sliver | Rare | 3.33% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Uncommon | 30.00% |
| Axi S20 Relic | Uncommon | 10.00% |
| Axi D6 Relic | Uncommon | 10.00% |
| Axi V14 Relic | Uncommon | 10.00% |
| Axi T13 Relic | Uncommon | 10.00% |
| Axi Y1 Relic | Uncommon | 10.00% |
| Axi C11 Relic | Uncommon | 10.00% |
| Axi Y3 Relic | Uncommon | 10.00% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| 600 Endo | Common | 36.00% |
| Vidar Engines Mk Iii | Rare | 8.00% |
| Vidar Reactor Mk Iii | Rare | 8.00% |
| Vidar Shield Array Mk Iii | Rare | 8.00% |
| Zetki Engines Mk Iii | Rare | 8.00% |
| Vidar Plating Mk Iii | Rare | 8.00% |
| Zetki Reactor Mk Iii | Rare | 8.00% |
| Zetki Shield Array Mk Iii | Rare | 8.00% |
| Zetki Plating Mk Iii | Rare | 8.00% |

### Sabmir Cloud (Extra) — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 200X Cubic Diodes | Uncommon | 28.57% |
| 200X Titanium | Uncommon | 28.57% |
| 5X Isos | Uncommon | 14.29% |
| 5X Asterite | Uncommon | 14.29% |
| Aucrux Capacitors | Rare | 7.14% |
| Nullstones | Rare | 7.14% |

### Sabmir Cloud (Caches) — Caches
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Uncommon | 26.09% |
| 600 Endo | Uncommon | 17.39% |
| Seeker Volley | Rare | 8.70% |
| Void Hole | Rare | 8.70% |
| Phoenix Blaze | Rare | 8.70% |
| Neo C7 Relic | Rare | 4.35% |
| Neo S20 Relic | Rare | 4.35% |
| Neo P10 Relic | Rare | 4.35% |
| Neo N24 Relic | Rare | 4.35% |
| Neo V11 Relic | Rare | 4.35% |
| Neo K9 Relic | Rare | 4.35% |
| Neo T10 Relic | Rare | 4.35% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Uncommon | 18.18% |
| 600 Endo | Uncommon | 12.12% |
| Internal Bleeding | Rare | 9.09% |
| Hemorrhage | Rare | 9.09% |
| Votive Onslaught | Rare | 9.09% |
| Axi V10 Relic | Rare | 9.09% |
| Axi S8 Relic | Rare | 9.09% |
| Carmine Penta Blueprint | Rare | 6.06% |
| Carmine Penta Barrel | Rare | 6.06% |
| Carmine Penta Receiver | Rare | 6.06% |
| Carmine Penta Stock | Rare | 6.06% |

## Zariman
### Everview Arc — Void Flood
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 5,000 Credits Cache | Common | 48.48% |
| 450 Endo | Uncommon | 18.18% |
| Voidgel Orb | Rare | 9.09% |
| Meso L4 Relic | Rare | 3.03% |
| Meso V15 Relic | Rare | 3.03% |
| Meso X1 Relic | Rare | 3.03% |
| Meso D8 Relic | Rare | 3.03% |
| Meso V13 Relic | Rare | 3.03% |
| Meso A10 Relic | Rare | 3.03% |
| Meso A9 Relic | Rare | 3.03% |
| Meso E7 Relic | Rare | 3.03% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 7,500 Credits Cache | Common | 50.00% |
| 600 Endo | Uncommon | 20.00% |
| Entrati Lanthorn | Rare | 6.67% |
| Neo C7 Relic | Rare | 3.33% |
| Neo S20 Relic | Rare | 3.33% |
| Neo P10 Relic | Rare | 3.33% |
| Neo N24 Relic | Rare | 3.33% |
| Neo V11 Relic | Rare | 3.33% |
| Neo K9 Relic | Rare | 3.33% |
| Neo T10 Relic | Rare | 3.33% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| Madurai Lens | Uncommon | 16.00% |
| Vazarin Lens | Uncommon | 16.00% |
| Zenurik Lens | Uncommon | 16.00% |
| Naramon Lens | Uncommon | 16.00% |
| Unairu Lens | Uncommon | 16.00% |
| Aeolak Receiver Blueprint | Uncommon | 10.00% |
| Aeolak Stock Blueprint | Uncommon | 10.00% |

### Halako Perimeter — Exterminate
| Item | Rarity | Chance |
|---|---|---|
| 10,000 Credits Cache | Common | 39.02% |
| 900 Endo | Uncommon | 17.07% |
| Voidgel Orb | Rare | 9.76% |
| Entrati Lanthorn | Rare | 9.76% |
| Galeforce Dawn | Rare | 4.88% |
| Meso L4 Relic | Rare | 2.44% |
| Meso V15 Relic | Rare | 2.44% |
| Meso X1 Relic | Rare | 2.44% |
| Meso D8 Relic | Rare | 2.44% |
| Meso V13 Relic | Rare | 2.44% |
| Meso A10 Relic | Rare | 2.44% |
| Meso A9 Relic | Rare | 2.44% |
| Meso E7 Relic | Rare | 2.44% |

### Tuvul Commons — Void Cascade
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 5,000 Credits Cache | Common | 48.48% |
| 450 Endo | Uncommon | 18.18% |
| Voidgel Orb | Rare | 9.09% |
| Meso L4 Relic | Rare | 3.03% |
| Meso V15 Relic | Rare | 3.03% |
| Meso X1 Relic | Rare | 3.03% |
| Meso D8 Relic | Rare | 3.03% |
| Meso V13 Relic | Rare | 3.03% |
| Meso A10 Relic | Rare | 3.03% |
| Meso A9 Relic | Rare | 3.03% |
| Meso E7 Relic | Rare | 3.03% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 7,500 Credits Cache | Common | 50.00% |
| 600 Endo | Uncommon | 20.00% |
| Entrati Lanthorn | Rare | 6.67% |
| Neo C7 Relic | Rare | 3.33% |
| Neo S20 Relic | Rare | 3.33% |
| Neo P10 Relic | Rare | 3.33% |
| Neo N24 Relic | Rare | 3.33% |
| Neo V11 Relic | Rare | 3.33% |
| Neo K9 Relic | Rare | 3.33% |
| Neo T10 Relic | Rare | 3.33% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| Madurai Lens | Uncommon | 16.00% |
| Vazarin Lens | Uncommon | 16.00% |
| Zenurik Lens | Uncommon | 16.00% |
| Naramon Lens | Uncommon | 16.00% |
| Unairu Lens | Uncommon | 16.00% |
| Hespar Handle Blueprint | Uncommon | 10.00% |
| Aeolak Barrel Blueprint | Uncommon | 10.00% |

### Oro Works — Void Armageddon
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 5,000 Credits Cache | Common | 48.48% |
| 450 Endo | Uncommon | 18.18% |
| Voidgel Orb | Rare | 9.09% |
| Meso L4 Relic | Rare | 3.03% |
| Meso V15 Relic | Rare | 3.03% |
| Meso X1 Relic | Rare | 3.03% |
| Meso D8 Relic | Rare | 3.03% |
| Meso V13 Relic | Rare | 3.03% |
| Meso A10 Relic | Rare | 3.03% |
| Meso A9 Relic | Rare | 3.03% |
| Meso E7 Relic | Rare | 3.03% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 7,500 Credits Cache | Common | 50.00% |
| 600 Endo | Uncommon | 20.00% |
| Entrati Lanthorn | Rare | 6.67% |
| Neo C7 Relic | Rare | 3.33% |
| Neo S20 Relic | Rare | 3.33% |
| Neo P10 Relic | Rare | 3.33% |
| Neo N24 Relic | Rare | 3.33% |
| Neo V11 Relic | Rare | 3.33% |
| Neo K9 Relic | Rare | 3.33% |
| Neo T10 Relic | Rare | 3.33% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| Madurai Lens | Uncommon | 16.00% |
| Vazarin Lens | Uncommon | 16.00% |
| Zenurik Lens | Uncommon | 16.00% |
| Naramon Lens | Uncommon | 16.00% |
